county,var_base,estimate,geography_level
"PIERCE, ST CROIX",unknown_victims_age_45_54,0,county
"PIERCE, ST CROIX",unknown_victims_age_55_64,0,county
"PIERCE, ST CROIX",unknown_victims_age_65+,0,county
POLK,female_victims_age_Under 18,17,county
POLK,female_victims_age_18_24,12,county
POLK,female_victims_age_25_34,17,county
POLK,female_victims_age_35_44,31,county
POLK,female_victims_age_45_54,18,county
POLK,female_victims_age_55_64,8,county
POLK,female_victims_age_65+,6,county
POLK,male_victims_age_Under 18,21,county
POLK,male_victims_age_18_24,9,county
POLK,male_victims_age_25_34,6,county
POLK,male_victims_age_35_44,16,county
POLK,male_victims_age_45_54,8,county
POLK,male_victims_age_55_64,2,county
POLK,male_victims_age_65+,2,county
POLK,unknown_victims_age_Under 18,0,county
POLK,unknown_victims_age_18_24,0,county
POLK,unknown_victims_age_25_34,1,county
POLK,unknown_victims_age_35_44,0,county
POLK,unknown_victims_age_45_54,0,county
POLK,unknown_victims_age_55_64,0,county
POLK,unknown_victims_age_65+,0,county
PORTAGE,female_victims_age_Under 18,24,county
PORTAGE,female_victims_age_18_24,43,county
PORTAGE,female_victims_age_25_34,46,county
PORTAGE,female_victims_age_35_44,49,county
PORTAGE,female_victims_age_45_54,28,county
PORTAGE,female_victims_age_55_64,23,county
PORTAGE,female_victims_age_65+,12,county
PORTAGE,male_victims_age_Under 18,41,county
PORTAGE,male_victims_age_18_24,33,county
PORTAGE,male_victims_age_25_34,38,county
PORTAGE,male_victims_age_35_44,31,county
PORTAGE,male_victims_age_45_54,19,county
PORTAGE,male_victims_age_55_64,14,county
PORTAGE,male_victims_age_65+,11,county
PORTAGE,unknown_victims_age_Under 18,0,county
PORTAGE,unknown_victims_age_18_24,0,county
PORTAGE,unknown_victims_age_25_34,0,county
PORTAGE,unknown_victims_age_35_44,0,county
PORTAGE,unknown_victims_age_45_54,0,county
PORTAGE,unknown_victims_age_55_64,0,county
PORTAGE,unknown_victims_age_65+,0,county
PRICE,female_victims_age_Under 18,6,county
PRICE,female_victims_age_18_24,5,county
PRICE,female_victims_age_25_34,10,county
PRICE,female_victims_age_35_44,11,county
PRICE,female_victims_age_45_54,1,county
PRICE,female_victims_age_55_64,4,county
PRICE,female_victims_age_65+,1,county
PRICE,male_victims_age_Under 18,10,county
PRICE,male_victims_age_18_24,4,county
PRICE,male_victims_age_25_34,10,county
PRICE,male_victims_age_35_44,7,county
PRICE,male_victims_age_45_54,3,county
PRICE,male_victims_age_55_64,0,county
PRICE,male_victims_age_65+,1,county
PRICE,unknown_victims_age_Under 18,0,county
PRICE,unknown_victims_age_18_24,0,county
PRICE,unknown_victims_age_25_34,0,county
PRICE,unknown_victims_age_35_44,0,county
PRICE,unknown_victims_age_45_54,0,county
PRICE,unknown_victims_age_55_64,0,county
PRICE,unknown_victims_age_65+,0,county
RACINE,female_victims_age_Under 18,97,county
RACINE,female_victims_age_18_24,126,county
RACINE,female_victims_age_25_34,213,county
RACINE,female_victims_age_35_44,145,county
RACINE,female_victims_age_45_54,64,county
RACINE,female_victims_age_55_64,37,county
RACINE,female_victims_age_65+,18,county
RACINE,male_victims_age_Under 18,89,county
RACINE,male_victims_age_18_24,51,county
RACINE,male_victims_age_25_34,97,county
RACINE,male_victims_age_35_44,69,county
RACINE,male_victims_age_45_54,56,county
RACINE,male_victims_age_55_64,27,county
RACINE,male_victims_age_65+,17,county
RACINE,unknown_victims_age_Under 18,0,county
RACINE,unknown_victims_age_18_24,0,county
RACINE,unknown_victims_age_25_34,1,county
RACINE,unknown_victims_age_35_44,0,county
RACINE,unknown_victims_age_45_54,0,county
RACINE,unknown_victims_age_55_64,0,county
RACINE,unknown_victims_age_65+,0,county
RICHLAND,female_victims_age_Under 18,2,county
RICHLAND,female_victims_age_18_24,5,county
RICHLAND,female_victims_age_25_34,4,county
RICHLAND,female_victims_age_35_44,4,county
RICHLAND,female_victims_age_45_54,1,county
RICHLAND,female_victims_age_55_64,2,county
RICHLAND,female_victims_age_65+,1,county
RICHLAND,male_victims_age_Under 18,3,county
RICHLAND,male_victims_age_18_24,4,county
RICHLAND,male_victims_age_25_34,1,county
RICHLAND,male_victims_age_35_44,5,county
RICHLAND,male_victims_age_45_54,3,county
RICHLAND,male_victims_age_55_64,0,county
RICHLAND,male_victims_age_65+,3,county
RICHLAND,unknown_victims_age_Under 18,0,county
RICHLAND,unknown_victims_age_18_24,0,county
RICHLAND,unknown_victims_age_25_34,0,county
RICHLAND,unknown_victims_age_35_44,0,county
RICHLAND,unknown_victims_age_45_54,0,county
RICHLAND,unknown_victims_age_55_64,0,county
RICHLAND,unknown_victims_age_65+,0,county
ROCK,female_victims_age_Under 18,109,county
ROCK,female_victims_age_18_24,132,county
ROCK,female_victims_age_25_34,182,county
ROCK,female_victims_age_35_44,163,county
ROCK,female_victims_age_45_54,67,county
ROCK,female_victims_age_55_64,44,county
ROCK,female_victims_age_65+,20,county
ROCK,male_victims_age_Under 18,120,county
ROCK,male_victims_age_18_24,77,county
ROCK,male_victims_age_25_34,97,county
ROCK,male_victims_age_35_44,96,county
ROCK,male_victims_age_45_54,63,county
ROCK,male_victims_age_55_64,38,county
ROCK,male_victims_age_65+,21,county
ROCK,unknown_victims_age_Under 18,0,county
ROCK,unknown_victims_age_18_24,0,county
ROCK,unknown_victims_age_25_34,0,county
ROCK,unknown_victims_age_35_44,0,county
ROCK,unknown_victims_age_45_54,0,county
ROCK,unknown_victims_age_55_64,0,county
ROCK,unknown_victims_age_65+,0,county
RUSK,female_victims_age_Under 18,4,county
RUSK,female_victims_age_18_24,11,county
RUSK,female_victims_age_25_34,14,county
RUSK,female_victims_age_35_44,18,county
RUSK,female_victims_age_45_54,8,county
RUSK,female_victims_age_55_64,8,county
RUSK,female_victims_age_65+,5,county
RUSK,male_victims_age_Under 18,13,county
RUSK,male_victims_age_18_24,6,county
RUSK,male_victims_age_25_34,12,county
RUSK,male_victims_age_35_44,3,county
RUSK,male_victims_age_45_54,5,county
RUSK,male_victims_age_55_64,8,county
RUSK,male_victims_age_65+,7,county
RUSK,unknown_victims_age_Under 18,0,county
RUSK,unknown_victims_age_18_24,0,county
RUSK,unknown_victims_age_25_34,0,county
RUSK,unknown_victims_age_35_44,0,county
RUSK,unknown_victims_age_45_54,0,county
RUSK,unknown_victims_age_55_64,1,county
RUSK,unknown_victims_age_65+,0,county
SAUK,female_victims_age_Under 18,22,county
SAUK,female_victims_age_18_24,27,county
SAUK,female_victims_age_25_34,53,county
SAUK,female_victims_age_35_44,49,county
SAUK,female_victims_age_45_54,13,county
SAUK,female_victims_age_55_64,8,county
SAUK,female_victims_age_65+,6,county
SAUK,male_victims_age_Under 18,40,county
SAUK,male_victims_age_18_24,22,county
SAUK,male_victims_age_25_34,39,county
SAUK,male_victims_age_35_44,31,county
SAUK,male_victims_age_45_54,17,county
SAUK,male_victims_age_55_64,9,county
SAUK,male_victims_age_65+,5,county
SAUK,unknown_victims_age_Under 18,0,county
SAUK,unknown_victims_age_18_24,0,county
SAUK,unknown_victims_age_25_34,0,county
SAUK,unknown_victims_age_35_44,0,county
SAUK,unknown_victims_age_45_54,0,county
SAUK,unknown_victims_age_55_64,0,county
SAUK,unknown_victims_age_65+,0,county
SAWYER,female_victims_age_Under 18,9,county
SAWYER,female_victims_age_18_24,8,county
SAWYER,female_victims_age_25_34,5,county
SAWYER,female_victims_age_35_44,10,county
SAWYER,female_victims_age_45_54,6,county
SAWYER,female_victims_age_55_64,7,county
SAWYER,female_victims_age_65+,0,county
SAWYER,male_victims_age_Under 18,10,county
SAWYER,male_victims_age_18_24,5,county
SAWYER,male_victims_age_25_34,8,county
SAWYER,male_victims_age_35_44,7,county
SAWYER,male_victims_age_45_54,7,county
SAWYER,male_victims_age_55_64,4,county
SAWYER,male_victims_age_65+,1,county
SAWYER,unknown_victims_age_Under 18,0,county
SAWYER,unknown_victims_age_18_24,0,county
SAWYER,unknown_victims_age_25_34,0,county
SAWYER,unknown_victims_age_35_44,0,county
SAWYER,unknown_victims_age_45_54,0,county
SAWYER,unknown_victims_age_55_64,0,county
SAWYER,unknown_victims_age_65+,0,county
SHAWANO,female_victims_age_Under 18,17,county
SHAWANO,female_victims_age_18_24,17,county
SHAWANO,female_victims_age_25_34,21,county
SHAWANO,female_victims_age_35_44,28,county
SHAWANO,female_victims_age_45_54,22,county
SHAWANO,female_victims_age_55_64,13,county
SHAWANO,female_victims_age_65+,7,county
SHAWANO,male_victims_age_Under 18,21,county
SHAWANO,male_victims_age_18_24,9,county
SHAWANO,male_victims_age_25_34,20,county
SHAWANO,male_victims_age_35_44,8,county
SHAWANO,male_victims_age_45_54,7,county
SHAWANO,male_victims_age_55_64,8,county
SHAWANO,male_victims_age_65+,1,county
SHAWANO,unknown_victims_age_Under 18,0,county
SHAWANO,unknown_victims_age_18_24,0,county
SHAWANO,unknown_victims_age_25_34,0,county
SHAWANO,unknown_victims_age_35_44,0,county
SHAWANO,unknown_victims_age_45_54,0,county
SHAWANO,unknown_victims_age_55_64,0,county
SHAWANO,unknown_victims_age_65+,0,county
SHEBOYGAN,female_victims_age_Under 18,119,county
SHEBOYGAN,female_victims_age_18_24,85,county
SHEBOYGAN,female_victims_age_25_34,130,county
SHEBOYGAN,female_victims_age_35_44,118,county
SHEBOYGAN,female_victims_age_45_54,65,county
SHEBOYGAN,female_victims_age_55_64,37,county
SHEBOYGAN,female_victims_age_65+,16,county
SHEBOYGAN,male_victims_age_Under 18,178,county
SHEBOYGAN,male_victims_age_18_24,79,county
SHEBOYGAN,male_victims_age_25_34,89,county
SHEBOYGAN,male_victims_age_35_44,84,county
SHEBOYGAN,male_victims_age_45_54,56,county
SHEBOYGAN,male_victims_age_55_64,26,county
SHEBOYGAN,male_victims_age_65+,24,county
SHEBOYGAN,unknown_victims_age_Under 18,0,county
SHEBOYGAN,unknown_victims_age_18_24,0,county
SHEBOYGAN,unknown_victims_age_25_34,0,county
SHEBOYGAN,unknown_victims_age_35_44,0,county
SHEBOYGAN,unknown_victims_age_45_54,0,county
SHEBOYGAN,unknown_victims_age_55_64,0,county
SHEBOYGAN,unknown_victims_age_65+,0,county
ST CROIX,female_victims_age_Under 18,4,county
ST CROIX,female_victims_age_18_24,13,county
ST CROIX,female_victims_age_25_34,39,county
ST CROIX,female_victims_age_35_44,37,county
ST CROIX,female_victims_age_45_54,19,county
ST CROIX,female_victims_age_55_64,11,county
ST CROIX,female_victims_age_65+,6,county
ST CROIX,male_victims_age_Under 18,9,county
ST CROIX,male_victims_age_18_24,24,county
ST CROIX,male_victims_age_25_34,28,county
ST CROIX,male_victims_age_35_44,18,county
ST CROIX,male_victims_age_45_54,15,county
ST CROIX,male_victims_age_55_64,13,county
ST CROIX,male_victims_age_65+,8,county
ST CROIX,unknown_victims_age_Under 18,0,county
ST CROIX,unknown_victims_age_18_24,0,county
ST CROIX,unknown_victims_age_25_34,0,county
ST CROIX,unknown_victims_age_35_44,0,county
ST CROIX,unknown_victims_age_45_54,0,county
ST CROIX,unknown_victims_age_55_64,0,county
ST CROIX,unknown_victims_age_65+,1,county
TAYLOR,female_victims_age_Under 18,5,county
TAYLOR,female_victims_age_18_24,7,county
TAYLOR,female_victims_age_25_34,14,county
TAYLOR,female_victims_age_35_44,15,county
TAYLOR,female_victims_age_45_54,12,county
TAYLOR,female_victims_age_55_64,7,county
TAYLOR,female_victims_age_65+,4,county
TAYLOR,male_victims_age_Under 18,7,county
TAYLOR,male_victims_age_18_24,8,county
TAYLOR,male_victims_age_25_34,20,county
TAYLOR,male_victims_age_35_44,16,county
TAYLOR,male_victims_age_45_54,9,county
TAYLOR,male_victims_age_55_64,5,county
TAYLOR,male_victims_age_65+,4,county
TAYLOR,unknown_victims_age_Under 18,0,county
TAYLOR,unknown_victims_age_18_24,0,county
TAYLOR,unknown_victims_age_25_34,0,county
TAYLOR,unknown_victims_age_35_44,0,county
TAYLOR,unknown_victims_age_45_54,0,county
TAYLOR,unknown_victims_age_55_64,0,county
TAYLOR,unknown_victims_age_65+,0,county
TREMPEALEAU,female_victims_age_Under 18,3,county
TREMPEALEAU,female_victims_age_18_24,2,county
TREMPEALEAU,female_victims_age_25_34,6,county
TREMPEALEAU,female_victims_age_35_44,3,county
TREMPEALEAU,female_victims_age_45_54,8,county
TREMPEALEAU,female_victims_age_55_64,3,county
TREMPEALEAU,female_victims_age_65+,0,county
TREMPEALEAU,male_victims_age_Under 18,4,county
TREMPEALEAU,male_victims_age_18_24,7,county
TREMPEALEAU,male_victims_age_25_34,4,county
TREMPEALEAU,male_victims_age_35_44,4,county
TREMPEALEAU,male_victims_age_45_54,3,county
TREMPEALEAU,male_victims_age_55_64,0,county
TREMPEALEAU,male_victims_age_65+,1,county
TREMPEALEAU,unknown_victims_age_Under 18,0,county
TREMPEALEAU,unknown_victims_age_18_24,0,county
TREMPEALEAU,unknown_victims_age_25_34,0,county
TREMPEALEAU,unknown_victims_age_35_44,0,county
TREMPEALEAU,unknown_victims_age_45_54,0,county
TREMPEALEAU,unknown_victims_age_55_64,0,county
TREMPEALEAU,unknown_victims_age_65+,0,county
VERNON,female_victims_age_Under 18,6,county
VERNON,female_victims_age_18_24,8,county
VERNON,female_victims_age_25_34,12,county
VERNON,female_victims_age_35_44,19,county
VERNON,female_victims_age_45_54,8,county
VERNON,female_victims_age_55_64,3,county
VERNON,female_victims_age_65+,6,county
VERNON,male_victims_age_Under 18,11,county
VERNON,male_victims_age_18_24,8,county
VERNON,male_victims_age_25_34,7,county
VERNON,male_victims_age_35_44,6,county
VERNON,male_victims_age_45_54,10,county
VERNON,male_victims_age_55_64,7,county
VERNON,male_victims_age_65+,0,county
VERNON,unknown_victims_age_Under 18,0,county
VERNON,unknown_victims_age_18_24,0,county
VERNON,unknown_victims_age_25_34,0,county
VERNON,unknown_victims_age_35_44,0,county
VERNON,unknown_victims_age_45_54,0,county
VERNON,unknown_victims_age_55_64,0,county
VERNON,unknown_victims_age_65+,0,county
VILAS,female_victims_age_Under 18,0,county
VILAS,female_victims_age_18_24,2,county
VILAS,female_victims_age_25_34,9,county
VILAS,female_victims_age_35_44,6,county
VILAS,female_victims_age_45_54,7,county
VILAS,female_victims_age_55_64,3,county
VILAS,female_victims_age_65+,3,county
VILAS,male_victims_age_Under 18,2,county
VILAS,male_victims_age_18_24,0,county
VILAS,male_victims_age_25_34,3,county
VILAS,male_victims_age_35_44,3,county
VILAS,male_victims_age_45_54,7,county
VILAS,male_victims_age_55_64,5,county
VILAS,male_victims_age_65+,1,county
VILAS,unknown_victims_age_Under 18,0,county
VILAS,unknown_victims_age_18_24,0,county
VILAS,unknown_victims_age_25_34,0,county
VILAS,unknown_victims_age_35_44,0,county
VILAS,unknown_victims_age_45_54,0,county
VILAS,unknown_victims_age_55_64,0,county
VILAS,unknown_victims_age_65+,0,county
WALWORTH,female_victims_age_Under 18,23,county
WALWORTH,female_victims_age_18_24,21,county
WALWORTH,female_victims_age_25_34,44,county
WALWORTH,female_victims_age_35_44,32,county
WALWORTH,female_victims_age_45_54,22,county
WALWORTH,female_victims_age_55_64,11,county
WALWORTH,female_victims_age_65+,5,county
WALWORTH,male_victims_age_Under 18,26,county
WALWORTH,male_victims_age_18_24,28,county
WALWORTH,male_victims_age_25_34,25,county
WALWORTH,male_victims_age_35_44,18,county
WALWORTH,male_victims_age_45_54,13,county
WALWORTH,male_victims_age_55_64,14,county
WALWORTH,male_victims_age_65+,13,county
WALWORTH,unknown_victims_age_Under 18,0,county
WALWORTH,unknown_victims_age_18_24,0,county
WALWORTH,unknown_victims_age_25_34,0,county
WALWORTH,unknown_victims_age_35_44,0,county
WALWORTH,unknown_victims_age_45_54,0,county
WALWORTH,unknown_victims_age_55_64,0,county
WALWORTH,unknown_victims_age_65+,0,county
"WALWORTH, WAUKESHA",female_victims_age_Under 18,2,county
"WALWORTH, WAUKESHA",female_victims_age_18_24,2,county
"WALWORTH, WAUKESHA",female_victims_age_25_34,1,county
"WALWORTH, WAUKESHA",female_victims_age_35_44,2,county
"WALWORTH, WAUKESHA",female_victims_age_45_54,1,county
"WALWORTH, WAUKESHA",female_victims_age_55_64,0,county
"WALWORTH, WAUKESHA",female_victims_age_65+,0,county
"WALWORTH, WAUKESHA",male_victims_age_Under 18,3,county
"WALWORTH, WAUKESHA",male_victims_age_18_24,0,county
"WALWORTH, WAUKESHA",male_victims_age_25_34,0,county
"WALWORTH, WAUKESHA",male_victims_age_35_44,1,county
"WALWORTH, WAUKESHA",male_victims_age_45_54,0,county
"WALWORTH, WAUKESHA",male_victims_age_55_64,1,county
"WALWORTH, WAUKESHA",male_victims_age_65+,0,county
"WALWORTH, WAUKESHA",unknown_victims_age_Under 18,0,county
"WALWORTH, WAUKESHA",unknown_victims_age_18_24,0,county
"WALWORTH, WAUKESHA",unknown_victims_age_25_34,0,county
"WALWORTH, WAUKESHA",unknown_victims_age_35_44,0,county
"WALWORTH, WAUKESHA",unknown_victims_age_45_54,0,county
"WALWORTH, WAUKESHA",unknown_victims_age_55_64,0,county
"WALWORTH, WAUKESHA",unknown_victims_age_65+,0,county
WASHBURN,female_victims_age_Under 18,3,county
WASHBURN,female_victims_age_18_24,2,county
WASHBURN,female_victims_age_25_34,8,county
WASHBURN,female_victims_age_35_44,13,county
WASHBURN,female_victims_age_45_54,1,county
WASHBURN,female_victims_age_55_64,3,county
WASHBURN,female_victims_age_65+,1,county
WASHBURN,male_victims_age_Under 18,14,county
WASHBURN,male_victims_age_18_24,3,county
WASHBURN,male_victims_age_25_34,7,county
WASHBURN,male_victims_age_35_44,5,county
WASHBURN,male_victims_age_45_54,4,county
WASHBURN,male_victims_age_55_64,1,county
WASHBURN,male_victims_age_65+,4,county
WASHBURN,unknown_victims_age_Under 18,0,county
WASHBURN,unknown_victims_age_18_24,0,county
WASHBURN,unknown_victims_age_25_34,0,county
WASHBURN,unknown_victims_age_35_44,0,county
WASHBURN,unknown_victims_age_45_54,0,county
WASHBURN,unknown_victims_age_55_64,0,county
WASHBURN,unknown_victims_age_65+,0,county
WASHINGTON,female_victims_age_Under 18,36,county
WASHINGTON,female_victims_age_18_24,24,county
WASHINGTON,female_victims_age_25_34,39,county
WASHINGTON,female_victims_age_35_44,36,county
WASHINGTON,female_victims_age_45_54,25,county
WASHINGTON,female_victims_age_55_64,9,county
WASHINGTON,female_victims_age_65+,5,county
WASHINGTON,male_victims_age_Under 18,60,county
WASHINGTON,male_victims_age_18_24,15,county
WASHINGTON,male_victims_age_25_34,19,county
WASHINGTON,male_victims_age_35_44,16,county
WASHINGTON,male_victims_age_45_54,28,county
WASHINGTON,male_victims_age_55_64,9,county
WASHINGTON,male_victims_age_65+,8,county
WASHINGTON,unknown_victims_age_Under 18,2,county
WASHINGTON,unknown_victims_age_18_24,0,county
WASHINGTON,unknown_victims_age_25_34,0,county
WASHINGTON,unknown_victims_age_35_44,0,county
WASHINGTON,unknown_victims_age_45_54,0,county
WASHINGTON,unknown_victims_age_55_64,0,county
WASHINGTON,unknown_victims_age_65+,0,county
WAUKESHA,female_victims_age_Under 18,88,county
WAUKESHA,female_victims_age_18_24,103,county
WAUKESHA,female_victims_age_25_34,114,county
WAUKESHA,female_victims_age_35_44,143,county
WAUKESHA,female_victims_age_45_54,112,county
WAUKESHA,female_victims_age_55_64,50,county
WAUKESHA,female_victims_age_65+,46,county
WAUKESHA,male_victims_age_Under 18,138,county
WAUKESHA,male_victims_age_18_24,65,county
WAUKESHA,male_victims_age_25_34,71,county
WAUKESHA,male_victims_age_35_44,71,county
WAUKESHA,male_victims_age_45_54,70,county
WAUKESHA,male_victims_age_55_64,54,county
WAUKESHA,male_victims_age_65+,39,county
WAUKESHA,unknown_victims_age_Under 18,0,county
WAUKESHA,unknown_victims_age_18_24,0,county
WAUKESHA,unknown_victims_age_25_34,0,county
WAUKESHA,unknown_victims_age_35_44,0,county
WAUKESHA,unknown_victims_age_45_54,0,county
WAUKESHA,unknown_victims_age_55_64,0,county
WAUKESHA,unknown_victims_age_65+,0,county
WAUPACA,female_victims_age_Under 18,13,county
WAUPACA,female_victims_age_18_24,4,county
WAUPACA,female_victims_age_25_34,20,county
WAUPACA,female_victims_age_35_44,21,county
WAUPACA,female_victims_age_45_54,14,county
WAUPACA,female_victims_age_55_64,1,county
WAUPACA,female_victims_age_65+,4,county
WAUPACA,male_victims_age_Under 18,20,county
WAUPACA,male_victims_age_18_24,6,county
WAUPACA,male_victims_age_25_34,18,county
WAUPACA,male_victims_age_35_44,9,county
WAUPACA,male_victims_age_45_54,6,county
WAUPACA,male_victims_age_55_64,5,county
WAUPACA,male_victims_age_65+,2,county
WAUPACA,unknown_victims_age_Under 18,0,county
WAUPACA,unknown_victims_age_18_24,0,county
WAUPACA,unknown_victims_age_25_34,0,county
WAUPACA,unknown_victims_age_35_44,0,county
WAUPACA,unknown_victims_age_45_54,0,county
WAUPACA,unknown_victims_age_55_64,0,county
WAUPACA,unknown_victims_age_65+,0,county
WAUSHARA,female_victims_age_Under 18,2,county
WAUSHARA,female_victims_age_18_24,1,county
WAUSHARA,female_victims_age_25_34,7,county
WAUSHARA,female_victims_age_35_44,8,county
WAUSHARA,female_victims_age_45_54,1,county
WAUSHARA,female_victims_age_55_64,3,county
WAUSHARA,female_victims_age_65+,2,county
WAUSHARA,male_victims_age_Under 18,4,county
WAUSHARA,male_victims_age_18_24,1,county
WAUSHARA,male_victims_age_25_34,4,county
WAUSHARA,male_victims_age_35_44,10,county
WAUSHARA,male_victims_age_45_54,1,county
WAUSHARA,male_victims_age_55_64,4,county
WAUSHARA,male_victims_age_65+,2,county
WAUSHARA,unknown_victims_age_Under 18,0,county
WAUSHARA,unknown_victims_age_18_24,0,county
WAUSHARA,unknown_victims_age_25_34,0,county
WAUSHARA,unknown_victims_age_35_44,0,county
WAUSHARA,unknown_victims_age_45_54,0,county
WAUSHARA,unknown_victims_age_55_64,0,county
WAUSHARA,unknown_victims_age_65+,0,county
WINNEBAGO,female_victims_age_Under 18,83,county
WINNEBAGO,female_victims_age_18_24,99,county
WINNEBAGO,female_victims_age_25_34,159,county
WINNEBAGO,female_victims_age_35_44,150,county
WINNEBAGO,female_victims_age_45_54,98,county
WINNEBAGO,female_victims_age_55_64,37,county
WINNEBAGO,female_victims_age_65+,25,county
WINNEBAGO,male_victims_age_Under 18,95,county
WINNEBAGO,male_victims_age_18_24,91,county
WINNEBAGO,male_victims_age_25_34,86,county
WINNEBAGO,male_victims_age_35_44,72,county
WINNEBAGO,male_victims_age_45_54,46,county
WINNEBAGO,male_victims_age_55_64,31,county
WINNEBAGO,male_victims_age_65+,14,county
WINNEBAGO,unknown_victims_age_Under 18,0,county
WINNEBAGO,unknown_victims_age_18_24,1,county
WINNEBAGO,unknown_victims_age_25_34,0,county
WINNEBAGO,unknown_victims_age_35_44,0,county
WINNEBAGO,unknown_victims_age_45_54,0,county
WINNEBAGO,unknown_victims_age_55_64,0,county
WINNEBAGO,unknown_victims_age_65+,0,county
WOOD,female_victims_age_Under 18,35,county
WOOD,female_victims_age_18_24,29,county
WOOD,female_victims_age_25_34,44,county
WOOD,female_victims_age_35_44,42,county
WOOD,female_victims_age_45_54,20,county
WOOD,female_victims_age_55_64,10,county
WOOD,female_victims_age_65+,5,county
WOOD,male_victims_age_Under 18,42,county
WOOD,male_victims_age_18_24,16,county
WOOD,male_victims_age_25_34,23,county
WOOD,male_victims_age_35_44,31,county
WOOD,male_victims_age_45_54,12,county
WOOD,male_victims_age_55_64,8,county
WOOD,male_victims_age_65+,4,county
WOOD,unknown_victims_age_Under 18,0,county
WOOD,unknown_victims_age_18_24,0,county
WOOD,unknown_victims_age_25_34,0,county
WOOD,unknown_victims_age_35_44,0,county
WOOD,unknown_victims_age_45_54,0,county
WOOD,unknown_victims_age_55_64,0,county
WOOD,unknown_victims_age_65+,0,county
